"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"254","3254","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"255","3255","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"256","3256","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"257","3257","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"258","3258","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"259","3259","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"260","3260","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"261","3261","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"262","3262","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"263","3263","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"264","3264","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"265","3265","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"266","3266","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"267","3267","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"268","3268","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"269","3269","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"270","3270","Global","Retailer Assigned Numbers","PARA USO CON TODOS LOS ARTÍCULOS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"271","3271","Global","Fruits","MANZANAS","Virginia Gold","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"272","3272","Global","Fruits","MANZANAS","Sommerfeld","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"273","3273","Global","Vegetables","REMOLACHA","Dorado","Todos los tamaños","","","","Beta vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"274","3274","Global","Fruits","CIRUELAS PASAS","Frescos","Todos los tamaños","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"275","3275","Global","Vegetables","ÑAME","Amarillo (nyAH-may)","Todos los tamaños","","","","Dioscorea trifidia","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"276","3276","Global","Vegetables","ÑAME","Blanco (nyAH-may)","Todos los tamaños","","","","Dioscorea trifidia","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"277","3277","Global","Vegetables","BROCOLI","Baby","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"278","3278","Global","Fruits","CIRUELA","","Todos los tamaños","","","","Prunus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"279","3279","Global","Fruits","KIWI","Dorado","Todos los tamaños","","","","A.chinensis","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"280","3280","Global","Fruits","KIWI","Regular","Jumbo","22 size and larger","Average Fruit Weight =  150g and above","","Actinidia deliciosa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"281","3281","Global","Fruits","MELÓN","Sandia","Todos los tamaños","","","","Citrullus lanatus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"282","3282","Global","Vegetables","TOMATES","Plum/Italian/Saladette/Roma Alargada","Todos los tamaños","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"283","3283","Global","Fruits","MANZANAS","Honeycrisp","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"284","3284","Global","Fruits","MANZANAS","Rojo Delicious","Extra Grande","64 size and larger","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"285","3285","Global","Fruits","MANZANAS","Dorado Delicious","Extra Grande","64 size and larger","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"286","3286","Global","Vegetables","CEBOLLAS","Dulce Rojo Italian","Todos los tamaños","","","","Allium spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"287","3287","Global","Fruits","PLATANOS","Hawaiian plantain","Todos los tamaños","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"288","3288","Global","Vegetables","CAMOTE","Asignado por la cadena","Todos los tamaños","","","","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"289","3289","Global","Fruits","MELÓN","Sprite","Todos los tamaños","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"290","3290","Global","Fruits","MANZANAS","Aurora/Southern Rose","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"291","3291","Global","Fruits","MANZANAS","Boskoop/Belle de Boskoop","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"292","3292","Global","Fruits","MANZANAS","Boskoop/Belle de Boskoop","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"293","3293","Global","Fruits","MANZANAS","SciFrescos","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"294","3294","Global","Fruits","MANZANAS","SciFrescos","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"295","3295","Global","Fruits","MANZANAS","Sciearly","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"296","3296","Global","Fruits","MANZANAS","Sciearly","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"297","3297","Global","Fruits","MANZANAS","SciRojo","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"298","3298","Global","Fruits","MANZANAS","Rojofield","Todos los tamaños","","","","Malus domestica","","Approved","","","Netsetters Admin","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"299","3299","Global","Fruits","MANZANAS","Sonya","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"300","3300","Global","Fruits","MANZANAS","Sonya","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"301","3301","Global","Fruits","MANZANAS","Cripps Rojo","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"302","3302","Global","Fruits","CHABACANO / MELOCOTON","Regular","Grande","Greater than or equal to 2-3/16 inch, Greater than or equal to 55 mm Average Fruit Dimensions","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"303","3303","Global","Fruits","BABACO","","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"304","3304","Global","Fruits","Bayas","Loganberries","Todos los tamaños","","","","Rubus loganobaccus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"305","3305","Global","Fruits","GROSELLAS","Negro","Todos los tamaños","","","","Ribes nigrum","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"306","3306","Global","Fruits","MELÓN","Charentais","Mediano","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"307","3307","Global","Fruits","MELÓN","Charentais","Extra Grande","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"308","3308","Global","Fruits","MELÓN","Sandia","Todos los tamaños","","","","Citrullus lanatus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"309","3309","Global","Fruits","NARANJAS","Lima","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"310","3310","Global","Fruits","NARANJAS","Pera","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"311","3311","Global","Fruits","MARACUYA / FRUTA DE LA PASION","Curuba/Banana","Todos los tamaños","","","","Passiflora mollissima","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"312","3312","Global","Fruits","MARACUYA / FRUTA DE LA PASION","Granadilla","Todos los tamaños","","","","Passiflorae.var. flavicarpa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"313","3313","Global","Fruits","DURAZNOS","Pulpa blanca","Pequeño","","","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"314","3314","Global","Fruits","DURAZNOS","Pulpa blanca","Grande","","","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"315","3315","Global","Fruits","MANZANAS","Scilate","Pequeño","100 size and smaller","","","Malus domestica","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"316","3316","Global","Fruits","PERA","Carmen","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"317","3317","Global","Fruits","PERA","Angelys","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"318","3318","Global","Fruits","PERA","Passe Crassane","Grande","100 size and larger","Average Fruit Weight = 180g and above","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"319","3319","Global","Fruits","PITAYA","Amarillo (skin color)","Todos los tamaños","","","","Hylocereus lindatus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"320","3320","Global","Vegetables","COLIFLOR","Romanesco/Broccoflower/Caulibroc","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"321","3321","Global","Vegetables","GERMINADO DE APIO/CELERIAC","With Hojas attached","Todos los tamaños","","","","Apium graveolens","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"322","3322","Global","Vegetables","COL","Choy Sum","Todos los tamaños","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"323","3323","Global","Vegetables","COL","Choy Sum Baby","Todos los tamaños","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"324","3324","Global","Vegetables","ESCAROLA/BATAVIAN CHICORY","Rojo","Todos los tamaños","","","","Cichorium endivia","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"325","3325","Global","Vegetables","LECHUGA","Lollo Bionda/Coral","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"326","3326","Global","Vegetables","LECHUGA","Lollo Rossa/Coral","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"327","3327","Global","Vegetables","LECHUGA","Mignonette (Compact Rojo-tinged butterhead varieties)","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"328","3328","Global","Vegetables","LECHUGA","Mixed Chico-leaf salad (eg Sucrine, Mesclun, Rocket/Arugula)","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"329","3329","Global","Vegetables","LECHUGA","Oak Leaf","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"330","3330","Global","Vegetables","LECHUGA","Oak Leaf","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"331","3331","Global","Vegetables","CEBOLLAS","Rojo Frescos","Todos los tamaños","","","","Allium spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"332","3332","Global","Vegetables","ESPINACA","Baby","Todos los tamaños","","","","Spinach oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"333","3333","Global","Vegetables","CAMOTE","Rojo/Orangy Blanco Flesh","Pequeño","","","","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"334","3334","Global","Vegetables","CAMOTE","Rojo/Orangy Blanco Flesh","Grande","","","","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"335","3335","Global","Vegetables","TOMATES","Cocktail/Intermedio","Todos los tamaños","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"336","3336","Global","Vegetables","TOMATES","Cocktail/Intermedio","Todos los tamaños","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"337","3337","Global","Dried Fruits","HIGOS","Fruta seca","Todos los tamaños","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"338","3338","Global","Herbs","ANIS","","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"339","3339","Global","Fruits","MANZANAS","Belchard","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"340","3340","Global","Fruits","MANZANAS","Bertanne/Dorado Russet","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"341","3341","Global","Fruits","MANZANAS","Charles Ross","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"342","3342","Global","Fruits","MANZANAS","Delblush","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"343","3343","Global","Fruits","MANZANAS","Dessert","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"344","3344","Global","Fruits","MANZANAS","Gloster","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"345","3345","Global","Fruits","MANZANAS","Gloster","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"346","3346","Global","Fruits","MANZANAS","Holstein","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"347","3347","Global","Fruits","MANZANAS","Laxtons Fortune","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"348","3348","Global","Fruits","MANZANAS","Lord Lambourne","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"349","3349","Global","Fruits","MANZANAS","Michaelmas Rojo","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"350","3350","Global","Fruits","MANZANAS","Reine des Reinettes/King of the Pippins","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"351","3351","Global","Fruits","MANZANAS","Reine des Reinettes/King of the Pippins","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"352","3352","Global","Fruits","MANZANAS","Reinettes y ""Heritage"" varieties","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"353","3353","Global","Fruits","MANZANAS","St Edmunds Pippin","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"354","3354","Global","Fruits","AGUACATES","Maduro/Listo para comer","Todos los tamaños","","","","Persea americana","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"355","3355","Global","Fruits","Bayas","Strawberries","Todos los tamaños","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"356","3356","Global","Fruits","Bayas","Strawberries","Todos los tamaños","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"357","3357","Global","Fruits","CEREZAS","Regular/Rojo/Negro","Pequeño","","","","Prunus spp.","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"358","3358","Global","Fruits","CEREZAS","Regular/Rojo/Negro","Grande","","","","Prunus spp.","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"359","3359","Global","Fruits","UVAS","Chasselas","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"360","3360","Global","Fruits","UVAS","Muscat de Hambourg","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"361","3361","Global","Fruits","TORONJA","Sin uso de tratamientos pos cosecha","Todos los tamaños","","","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"362","3362","Global","Fruits","LIMON","Sin tratamientos pos cosecha","Todos los tamaños","","","","Citrus limon","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"363","3363","Global","Fruits","MANGOS","Bowen & Kensington Pride","Todos los tamaños","","","","Mangifera indica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"364","3364","Global","Fruits","MANGOS","R2E2 (ArtwoEetwo)","Todos los tamaños","","","","Mangifera indica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"365","3365","Global","Fruits","MANGOS","Maduro/Listo para comer","Todos los tamaños","","","","Mangifera indica","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"366","3366","LA","Fruits","MADROÑO","","Todos los tamaños","","","","Arbutus unedo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"367","3367","Global","Fruits","MELÓN","Glasshouse - Netted varieties","Todos los tamaños","","","","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"368","3368","Global","Fruits","MELÓN","Ogen","Todos los tamaños","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"369","3369","Global","Fruits","MELOCOTON","Nectavigne (Rojo Flesh)","Todos los tamaños","","","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"370","3370","Global","Fruits","NARANJAS","Maltaise","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"371","3371","Global","Fruits","NARANJAS","Salustiana","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"372","3372","EMEA","Fruits","NARANJAS","Navelate (y other late Navel varieties)","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"373","3373","Global","Fruits","NARANJAS","Navelina (incl. Newhall)","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"374","3374","Global","Fruits","NARANJAS","Sin tratamientos pos cosecha","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"375","3375","Global","Fruits","DURAZNOS","de Vigne & Sanguine (Rojo Flesh)","Todos los tamaños","","","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"376","3376","Global","Fruits","PERA","Alexyer Lucas","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"377","3377","Global","Fruits","PERA","Louise Bonne","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"378","3378","Global","Fruits","PERA","Santa Maria","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"379","3379","Global","Fruits","PIÑAS","Mini","Todos los tamaños","","","","Ananas comosus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"380","3380","Global","Fruits","PIÑAS","Perola","Todos los tamaños","","","","Ananas comosus","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"381","3381","LA","Fruits","GUANABANA","","Todos los tamaños","","","","Annona muricata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"382","3382","LA","Fruits","GUANABANA DE PERU","","Todos los tamaños","","","","Annona squamosa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"383","3383","Global","Fruits","MANDARINA","Clementine","Pequeño","","","","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"384","3384","Global","Fruits","MANDARINA","Clementine","Mediano","","","","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"385","3385","Global","Fruits","MANDARINA","Clementine","Grande","","","","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"386","3386","Global","Fruits","MANDARINA","Clementine","Todos los tamaños","","","","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"387","3387","Global","Fruits","MANDARINA","Clementine","Todos los tamaños","","","","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"388","3388","Global","Fruits","MANDARINA","Satsuma","Todos los tamaños","","","","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"389","3389","Global","Fruits","MANDARINA","Satsuma","Todos los tamaños","","","","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"390","3390","LA","Vegetables","ARRACACHA","","Todos los tamaños","","","","Arracacia xanthorrhiza","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
