"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"1","3000","Global","Fruits","MANZANAS","Alkmene","Todos los tamaños","","","","Malus domestica","","Approved","","","Netsetters Admin","2024-02-02 19:10:33","0000-00-00 00:00:00","","SP"
"2","3001","Global","Fruits","MANZANAS","Aurora/Southern Rose","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"3","3002","Global","Fruits","MANZANAS","CantaRojo","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2024-02-08 16:08:54","0000-00-00 00:00:00","","SP"
"4","3003","Global","Fruits","MANZANAS","D'Estivale","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"5","3004","Global","Fruits","MANZANAS","Discovery","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"6","3005","Global","Fruits","MANZANAS","Dorado Delicious Blush","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"7","3006","Global","Fruits","MANZANAS","Ingrid Marie","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"8","3007","Global","Fruits","MANZANAS","Lochbuie","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"9","3008","Global","Fruits","MANZANAS","Rubinette","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"10","3009","Global","Fruits","MANZANAS","Russet","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"11","3010","Global","Fruits","MANZANAS","Cripps Rojo","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"12","3011","Global","Fruits","MANZANAS","Worcester","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"13","3012","Global","Fruits","PERA","Abate Fetel","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"14","3013","Global","Fruits","PERA","Beurre Hardy","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"15","3014","Global","Fruits","PERA","Bon Rouge","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"16","3015","Global","Fruits","PERA","Clara Friis","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"17","3016","Global","Fruits","PERA","Concorde","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"18","3017","Global","Fruits","PERA","Conference","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"19","3018","Global","Fruits","PERA","Durondeau","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"20","3019","Global","Fruits","PERA","Flamingo","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"21","3020","Global","Fruits","PERA","General Leclerc","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"22","3021","Global","Fruits","PERA","Guyot","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Netsetters Admin","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"23","3022","Global","Fruits","PERA","Josephine","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"24","3023","Global","Fruits","PERA","Passe Crassane","Pequeño","110 size and smaller","Average Fruit Weight = less than 180g","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"25","3024","Global","Fruits","PERA","Rocha","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"26","3025","Global","Fruits","PERA","Rosemarie","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"27","3026","Global","Fruits","PERA","Triumph de Vienne","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"28","3027","Global","Fruits","NARANJAS","Shamouti","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"29","3028","Global","Fruits","NARANJAS","Delta Sin semillas","Pequeño","113 and smaller","Average Fruit Dimensions = less than 66mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"30","3029","Global","Fruits","MANDARINA","Satsuma","Todos los tamaños","","","","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"31","3030","Global","Fruits","MANDARINA","Nova","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"32","3031","Global","Fruits","MANDARINA","Jamaican Tangor","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"33","3032","Global","Fruits","MANDARINA","Ellendale","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"34","3033","Global","Fruits","MELÓN","Charentais","Pequeño","","Average Fruit Weight =  less than 625g","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"35","3034","Global","Fruits","MELÓN","Charentais","Grande","","Average Fruit Weight =  625g and above","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"36","3035","Global","Fruits","MELOCOTON","Blanco Flesh, Árbol Madurado, Listo para Comer","Grande","66 size and larger","Average Fruit Weight =  185g and above","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"37","3036","Global","Fruits","NARANJAS","Midknight","Pequeño","113 size and smaller","Average Fruit Dimensions = less than 66mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"38","3037","Global","Fruits","PIÑAS","Reina","Todos los tamaños","","","","Ananas comosus","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"39","3038","Global","Fruits","MARACUYA / FRUTA DE LA PASION","Granadilla","Todos los tamaños","","","","Passiflorae.var. flavicarpa","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"40","3039","Global","Fruits","PHYSALIS/CAPE GOOSEBERRY/CEREZO MOLIDO","","Todos los tamaños","","","","Physalis spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"41","3040","Global","Fruits","PITAYA","Rojo (skin color)","Todos los tamaños","","","","Hylocereus lindatus","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"42","3041","Global","Fruits","RAMBUTAN","","Todos los tamaños","","","","Nephelium lappaceum","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"43","3042","Global","Fruits","GARNICIA MANGOSTANA","MANGOSTINO","Todos los tamaños","","","","Garcinia mangostana","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"44","3043","Global","Fruits","UVAS","Italia","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"45","3044","Global","Fruits","CHABACANO / MELOCOTON","Negro","Todos los tamaños","","","","Prunus armeniaca","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"46","3045","Global","Fruits","DATILES","Frescos","Todos los tamaños","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"47","3046","Global","Fruits","DATILES","Frescos","Todos los tamaños","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"48","3047","Global","Fruits","DATILES","Medjool","Todos los tamaños","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"49","3048","Global","Vegetables","FRIJOLES","Helda/Plano","Todos los tamaños","","","","Phaseolus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"50","3049","Global","Vegetables","FRIJOLES","Fino","Todos los tamaños","","","","Phaseolus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"51","3050","Global","Vegetables","REPOLLO","Dutch Blanco/Winter Blanco","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"52","3051","Global","Vegetables","REPOLLO","Repollo primaveral/verduras primaverales","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"53","3052","Global","Vegetables","AJO","Cuerda","Todos los tamaños","","","","Allium sativum","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"54","3053","Global","Vegetables","CHIRIVIA","Baby","Todos los tamaños","","","","Pastinaca sativa","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"55","3054","Global","Vegetables","PIMIENTOS","Alargado (Clovis Rojo/Lamuyo Rojo)","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"56","3055","Global","Vegetables","PIMIENTOS","Alargada (Clovis Verde/Lamuyo Verde)","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"57","3056","Global","Vegetables","PIMIENTOS","Alargada (Clovis Amarillo/Lamuyo Amarillo)","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"58","3057","Global","Vegetables","PIMIENTOS","Alargada (Clovis Naranja/Lamuyo Naranja)","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"59","3058","Global","Vegetables","PIMIENTOS","Alargada (Clovis Blanco/Lamuyo Blanco)","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"60","3059","Global","Vegetables","CALABACITA","Crown Prince","Todos los tamaños","","","","C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"61","3060","Global","Vegetables","CALABACITA","Vegetable Marrow","Todos los tamaños","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"62","3061","Global","Vegetables","TOMATES","Beef/Beefsteak","Todos los tamaños","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"63","3062","Global","Herbs","HOJAS DE LAUREL","","Todos los tamaños","","","","Laurus nobilis","","Approved","","","Christina D'allarco","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"64","3063","Global","Herbs","HOJAS DE HINOJO","","Todos los tamaños","","","","Foeniculum vulgare","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"65","3064","Global","Herbs","HOJAS DE SAVILA","","Todos los tamaños","","","","Aloe Vera","","Approved","","","Webmaster2015","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"66","3065","Global","Fruits","MANZANAS","Cameo","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"67","3066","Global","Fruits","MANZANAS","Cameo","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:25","0000-00-00 00:00:00","","SP"
"68","3067","Global","Fruits","MANZANAS","Swiss Gourmet","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"69","3068","Global","Fruits","MANZANAS","Swiss Gourmet","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"70","3069","Global","Fruits","MANZANAS","Gravenstein","Pequeño","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"71","3070","Global","Fruits","MANZANAS","Gravenstein","Grande","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"72","3071","Global","Fruits","MANZANAS","Granny Smith","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"73","3072","Global","Fruits","MANZANAS","Lady","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"74","3073","Global","Fruits","MANZANAS","Macoun","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"75","3074","Global","Fruits","MANZANAS","Verdeing (RI)","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"76","3075","Global","Fruits","MANZANAS","Baldwin","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"77","3076","Global","Fruits","MANZANAS","Melrose","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"78","3077","Global","Fruits","MANZANAS","Northern Spy","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"79","3078","Global","Fruits","MANZANAS","Liberty","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"80","3079","Global","Vegetables","ESPARRAGOS","Morado","Todos los tamaños","","","","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"81","3080","Global","Fruits","AGUACATES","Rosaerton","Todos los tamaños","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"82","3081","Global","Fruits","Bayas","Fresa de junio/ Saskatoon","Todos los tamaños","","","","Amelanchier alnifolia","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"83","3082","Global","Vegetables","BROCOLI","Coronas","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"84","3083","Global","Vegetables","COLES DE BRUSELAS","Tallo","Todos los tamaños","","","","Brassica olerace","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"85","3084","Global","Herbs","PERIFOLLO","","Todos los tamaños","","","","Anthriscus cerefolium","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"86","3085","Global","Vegetables","MAIZ","Indian","Grande","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"87","3086","Global","Vegetables","MAIZ","Indian","Mini","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"88","3087","Global","Vegetables","MAIZ","Indian","Todos los tamaños","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"89","3088","Global","Fruits","GROSELLAS","Rojo","Todos los tamaños","","","","Ribes sativum","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"90","3089","Global","Vegetables","BERENJENA","China","Todos los tamaños","","","","Solanum melongena","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"91","3090","Global","Vegetables","BERENJENA","Thai","Todos los tamaños","","","","Solanum melongena","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"92","3091","Global","Vegetables","GOBO ROOT/BARDANA","","Todos los tamaños","","","","Arctium lappa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"93","3092","Global","Fruits","TORONJA","OroBlanco/Dulceie","Todos los tamaños","","","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"94","3093","Global","Fruits","UVAS","Asignado por la cadena","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"95","3094","Global","Fruits","UVAS","Asignado por la cadena","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"96","3095","Global","Vegetables","COL RIZADA","Multicolor","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"97","3096","Global","Vegetables","COLIRABANO","Morado/Rojo/All Other Colors","Todos los tamaños","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"98","3097","Global","Vegetables","LECHUGA","Romaine","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"99","3098","Global","Vegetables","LECHUGA","Boston","Todos los tamaños","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"100","3099","Global","Vegetables","GERMINADO DE LOTO","","Todos los tamaños","","","","Nelumbo nucifera","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"101","3100","Global","Fruits","MELÓN","Gold Honeydew","Todos los tamaños","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"102","3101","Global","Fruits","MELÓN","Piel de Sapo","Todos los tamaños","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"103","3102","Global","Vegetables","CHAMPIÑONES","Morel","Todos los tamaños","","","","Morchella angusticeps","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"104","3103","Global","Vegetables","CHAMPIÑONES","Enoki","Todos los tamaños","","","","Flammulina velutipe","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"105","3104","Global","Fruits","MANZANAS","RoHo 3615","Todos los tamaños","","","","Malus domestica","","Approved","","","Netsetters Admin","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"106","3105","Global","Nuts","NUEZ DE LA INDIA","","Todos los tamaños","","","","Anacardium occidental","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"107","3106","Global","Nuts","MACADAMIA","","Todos los tamaños","","","","Macadamia integrifolia","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"108","3107","Global","Fruits","NARANJAS","Navel","Mediano","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"109","3108","Global","Fruits","NARANJAS","Valencia","Mediano","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"110","3109","Global","Fruits","NARANJAS","Seville (Tipo Mermelada)","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"111","3110","Global","Fruits","NARANJAS","Navel","Todos los tamaños","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"112","3111","Global","Fruits","PAPAYA","Rojo-Fleshed (Solo Sunrise)","Todos los tamaños","","","","Carica papaya","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"113","3112","Global","Fruits","PAPAYA","Meridol","Todos los tamaños","","","","Carica papaya","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"114","3113","Global","Fruits","DURAZNOS","Flat Blanco Flesh (Saturn type)","Todos los tamaños","","","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"115","3114","Global","Fruits","MANGOS","Verde","Extra Grande","7 size and larger","","","Magnifera Indica","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"116","3115","Global","Fruits","DURAZNOS","Flat Amarillo Flesh","Todos los tamaños","","","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"117","3116","Global","Fruits","DURAZNOS","Amarillo Flesh","Pequeño","70 size and smaller","Average Fruit Weight =  less than 185g","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"118","3117","Global","Fruits","DURAZNOS","Amarillo Flesh","Grande","66 size and larger","Average Fruit Weight =  185g and above","","","","Approved","","","Wendy Logan","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"119","3118","Global","Fruits","PERA","Starkrimson","","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"120","3119","Global","Vegetables","PIMIENTOS","Campana, invernadero","Pequeño","med. size and smaller","Min diameter less than 65mm","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"121","3120","Global","Vegetables","PIMIENTOS","Campana, invernadero","Grande","large size and larger","Min diameter 65mm and above","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"122","3121","Global","Vegetables","PIMIENTOS","Campana, invernadero","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"123","3122","Global","Vegetables","PIMIENTOS","Campana, invernadero","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"124","3123","Global","Vegetables","PIMIENTOS","Campana, invernadero","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"125","3124","Global","Vegetables","PIMIENTOS","Campana, invernadero","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"126","3125","Global","Vegetables","PIMIENTOS","Habanero","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"127","3126","Global","Fruits","CIRUELA (CHABACANO)","Asignado por la cadena","Todos los tamaños","","","","Prunus armeniaca hybrid","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"128","3127","Global","Fruits","GRANADA","","Mediano","30 to 36 size","Average Fruit Dimensions = 3.375 - 3.875 inch","","Punica granatum","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"1439","3128","Global","Vegetables","PAPA","Morado","Todos los tamaños","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"129","3129","Global","Fruits","TORONJA","Pummelo","Todos los tamaños","","","","C.gryis","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"130","3130","Global","Vegetables","CALABAZA","Jumbo","Todos los tamaños","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"131","3131","Global","Vegetables","CALABAZA","Decorativo (Pintado)","Todos los tamaños","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"132","3132","Global","Vegetables","CALABAZA","Blanco","Todos los tamaños","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"133","3133","Global","Vegetables","CALABAZA","Blanco","Todos los tamaños","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"134","3134","Global","Vegetables","CALABAZA","Pastel de calabaza","Todos los tamaños","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"135","3135","Global","Vegetables","Calabaza","Decorativo","Todos los tamaños","","","","Trichosarthes cucumerina","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"136","3136","Global","Fruits","SAPODILLO/NISPERO","","Todos los tamaños","","","","Manilkara zapote","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"137","3137","Global","Fruits","SAPOTE","Blanco","Todos los tamaños","","","","Casimiroa edulis","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"138","3138","Global","Fruits","SAPOTE","Negro","Todos los tamaños","","","","Diospyros digyna","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"139","3139","Global","Herbs","AJEDREA","Hisopillos","Todos los tamaños","","","","Satureja spp.","","Approved","","","Christina D'allarco","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
"140","3140","Global","Vegetables","CALABACITA","Cucuzza","Todos los tamaños","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:10:26","0000-00-00 00:00:00","","SP"
